date,high,low,close,change,最近N1个交易日的最高点,最近N2个交易日的最低点,当天的仓位,资金指数
2015-10-29,3411.7140000000004,3362.509,3387.315,12.119000000000142,3678.2729999999997,3302.184,0.0,2.925542666366306e+36
2015-10-28,3439.758,3367.2309999999998,3375.196,-59.13999999999987,3678.2729999999997,3302.184,0.0,2.925542666366306e+36
2015-10-27,3441.565,3332.616,3434.336,4.755000000000109,3678.2729999999997,3302.184,0.0,2.925542666366306e+36
2015-10-26,3457.5170000000003,3402.0,3429.5809999999997,17.14699999999948,3678.2729999999997,3302.184,0.0,2.925542666366306e+36
2015-10-23,3422.022,3360.218,3412.434,43.695000000000164,3678.2729999999997,3302.184,0.0,2.925542666366306e+36
2015-10-22,3373.776,3282.993,3368.739,48.0630000000001,3678.2729999999997,3282.993,0.0,2.925542666366306e+36
2015-10-21,3447.258,3265.4359999999997,3320.676,-104.654,3678.2729999999997,3265.4359999999997,0.0,2.925542666366306e+36
2015-10-20,3425.5159999999996,3357.861,3425.33,38.63000000000011,3673.76,3265.4359999999997,0.0,2.925542666366306e+36
2015-10-19,3423.402,3355.566,3386.7,-4.652000000000498,3673.76,3265.4359999999997,0.0,2.925542666366306e+36
2015-10-16,3393.018,3334.8540000000003,3391.3520000000003,53.27900000000045,3673.76,3265.4359999999997,0.0,2.925542666366306e+36
2015-10-15,3338.297,3254.3920000000003,3338.073,75.63200000000006,3673.76,3254.3920000000003,0.0,2.925542666366306e+36
2015-10-14,3307.315,3256.2529999999997,3262.441,-30.789000000000215,3673.76,3254.3920000000003,0.0,2.925542666366306e+36
2015-10-13,3298.6259999999997,3253.2490000000003,3293.23,5.567999999999756,3673.76,3253.2490000000003,0.0,2.925542666366306e+36
2015-10-12,3318.7140000000004,3188.407,3287.6620000000003,104.51000000000022,3596.382,3188.407,0.0,2.925542666366306e+36
2015-10-09,3192.717,3137.788,3183.152,39.79500000000007,3585.657,3137.788,0.0,2.925542666366306e+36
2015-10-08,3172.281,3133.127,3143.357,90.57600000000002,3459.6459999999997,3133.127,0.0,2.925542666366306e+36
2015-09-30,3073.3,3039.742,3052.781,14.643999999999778,3457.5170000000003,3039.742,0.0,2.925542666366306e+36
2015-09-29,3068.298,3021.157,3038.137,-62.61899999999969,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-28,3103.0690000000004,3042.31,3100.756,8.40899999999965,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-25,3149.948,3062.995,3092.347,-50.33999999999969,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-24,3151.165,3109.691,3142.687,26.798999999999978,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-23,3164.0409999999997,3104.744,3115.888,-69.73100000000022,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-22,3213.4759999999997,3152.4809999999998,3185.619,29.07900000000018,3457.5170000000003,3021.157,0.0,2.925542666366306e+36
2015-09-21,3159.883,3060.8559999999998,3156.54,58.62300000000005,3447.258,3021.157,0.0,2.925542666366306e+36
2015-09-18,3122.048,3070.336,3097.917,11.856000000000222,3447.258,3021.157,0.0,2.925542666366306e+36
2015-09-17,3204.702,3085.3140000000003,3086.0609999999997,-66.20200000000023,3447.258,3021.157,0.0,2.925542666366306e+36
2015-09-16,3182.934,2983.535,3152.263,147.0909999999999,3425.5159999999996,2983.535,0.0,2.925542666366306e+36
2015-09-15,3081.703,2983.92,3005.172,-109.62599999999975,3423.402,2983.535,0.0,2.925542666366306e+36
2015-09-14,3229.482,3049.23,3114.798,-85.4360000000006,3393.018,2983.535,0.0,2.925542666366306e+36
2015-09-11,3223.762,3163.449,3200.2340000000004,2.3410000000003492,3338.297,2983.535,0.0,2.925542666366306e+36
2015-09-10,3243.281,3178.9040000000005,3197.893,-45.19600000000037,3318.7140000000004,2983.535,0.0,2.925542666366306e+36
2015-09-09,3256.743,3165.696,3243.0890000000004,72.63700000000017,3318.7140000000004,2983.535,0.0,2.925542666366306e+36
2015-09-08,3174.7090000000003,3011.117,3170.452,90.03200000000015,3318.7140000000004,2983.535,0.0,2.925542666366306e+36
2015-09-07,3217.579,3066.304,3080.42,-79.74699999999984,3256.743,2983.535,0.0,2.925542666366306e+36
2015-09-02,3194.485,3019.087,3160.167,-6.457000000000335,3256.743,2983.535,0.0,2.925542666366306e+36
2015-09-01,3180.3309999999997,3053.738,3166.6240000000003,-39.361999999999625,3256.743,2983.535,0.0,2.925542666366306e+36
2015-08-31,3207.862,3109.163,3205.986,-26.364000000000033,3256.743,2983.535,0.0,2.925542666366306e+36
2015-08-28,3235.8390000000004,3102.945,3232.35,148.75900000000001,3256.743,2983.535,0.0,2.925542666366306e+36
2015-08-27,3085.422,2906.49,3083.591,156.30299999999988,3256.743,2906.49,0.0,2.925542666366306e+36
2015-08-26,3092.0409999999997,2850.7140000000004,2927.288,-37.67900000000009,3256.743,2850.7140000000004,0.0,2.925542666366306e+36
2015-08-25,3123.034,2947.9440000000004,2964.967,-244.9380000000001,3256.743,2850.7140000000004,0.0,2.925542666366306e+36
2015-08-24,3388.364,3191.8790000000004,3209.905,-297.83899999999994,3388.364,2850.7140000000004,0.0,2.925542666366306e+36
2015-08-21,3652.837,3490.54,3507.744,-156.54699999999957,3652.837,2850.7140000000004,0.0,2.925542666366306e+36
2015-08-20,3788.005,3663.607,3664.2909999999997,-129.81800000000067,3788.005,2850.7140000000004,1.0,-3.768625551959768e+38
2015-08-19,3811.427,3558.383,3794.1090000000004,45.945000000000164,3811.427,2850.7140000000004,1.0,-1.7691812653675193e+40
2015-08-18,4006.337,3743.3940000000002,3748.164,-245.50399999999945,4006.337,2850.7140000000004,1.0,4.32571896107419e+42
2015-08-17,3994.5370000000003,3907.3990000000003,3993.6679999999997,28.33299999999963,4006.337,2850.7140000000004,1.0,1.268863142851876e+44
2015-08-14,4000.684,3939.835,3965.335,10.779000000000451,4006.337,2850.7140000000004,1.0,1.494593895965282e+45
2015-08-13,3955.789,3838.159,3954.5559999999996,68.23599999999942,4006.337,2850.7140000000004,1.0,1.034797029810514e+47
2015-08-12,3937.772,3871.136,3886.32,-41.58799999999974,4006.337,2850.7140000000004,1.0,-4.2000341845948875e+48
2015-08-11,3970.337,3891.179,3927.908,-0.5070000000000618,4006.337,2850.7140000000004,1.0,-2.0706168530050196e+48
2015-08-10,3943.6240000000003,3775.8540000000003,3928.415,184.21000000000004,4006.337,2850.7140000000004,1.0,-3.8349894734505974e+50
2015-08-07,3756.74,3686.3,3744.205,82.66599999999971,4006.337,2850.7140000000004,1.0,-3.2085822928571656e+52
2015-08-06,3710.57,3614.742,3661.539,-33.03399999999965,4006.337,2850.7140000000004,1.0,1.0278372516938533e+54
2015-08-05,3782.3520000000003,3676.39,3694.573,-61.97200000000021,4006.337,2850.7140000000004,1.0,-6.266929291027784e+55
2015-08-04,3757.0290000000005,3601.289,3756.545,133.63999999999987,4006.337,2850.7140000000004,1.0,-8.437793597439799e+57
2015-08-03,3648.9429999999998,3549.4959999999996,3622.905,-40.82099999999946,4006.337,2850.7140000000004,1.0,3.3600137884364566e+59
2015-07-31,3729.512,3620.165,3663.7259999999997,-42.039999999999964,4006.337,2850.7140000000004,1.0,-1.3789496587743203e+61
2015-07-30,3844.3740000000003,3685.9559999999997,3705.7659999999996,-83.40200000000004,4006.337,2850.7140000000004,1.0,1.136282097823216e+63
2015-07-29,3792.072,3612.0640000000003,3789.1679999999997,126.16599999999971,4006.337,2947.9440000000004,1.0,1.4449644925178676e+65
2015-07-28,3762.526,3537.3579999999997,3663.002,-62.55600000000004,4006.337,3191.8790000000004,1.0,-8.894623430142992e+66
2015-07-27,4051.159,3720.4440000000004,3725.558,-345.3499999999999,4051.159,3490.54,1.0,3.0628635781697385e+69
2015-07-24,4184.4490000000005,4044.8309999999997,4070.908,-53.01499999999987,4184.4490000000005,3537.3579999999997,1.0,-1.5931484901849857e+71
2015-07-23,4132.612,4019.038,4123.923,97.8779999999997,4184.4490000000005,3537.3579999999997,1.0,-1.5752733641251054e+73
2015-07-22,4042.3379999999997,3960.864,4026.045,8.36999999999989,4184.4490000000005,3537.3579999999997,1.0,-1.4760311421852066e+74
2015-07-21,4041.8190000000004,3912.801,4017.675,25.565000000000055,4184.4490000000005,3537.3579999999997,1.0,-3.92107672921501e+75
2015-07-20,4021.3259999999996,3927.1209999999996,3992.11,34.75799999999981,4184.4490000000005,3537.3579999999997,1.0,-1.4020986168326957e+77
2015-07-17,3994.4770000000003,3814.147,3957.3520000000003,134.17600000000039,4184.4490000000005,3537.3579999999997,1.0,-1.89530082628977e+79
2015-07-16,3877.514,3688.442,3823.176,17.472999999999956,4184.4490000000005,3537.3579999999997,1.0,-3.5011892164050835e+80
2015-07-15,3914.2729999999997,3741.25,3805.703,-118.7840000000001,4184.4490000000005,3537.3579999999997,1.0,4.1238407066505676e+82
2015-07-14,4035.435,3855.56,3924.487,-45.90099999999984,4184.4490000000005,3537.3579999999997,1.0,-1.8516457156931648e+84
2015-07-13,4030.195,3858.637,3970.388,92.58500000000004,4184.4490000000005,3537.3579999999997,1.0,-1.732862643031449e+86
2015-07-10,3959.22,3677.435,3877.803,168.47299999999996,4184.4490000000005,3537.3579999999997,1.0,-2.9367343070246867e+88
2015-07-09,3748.4790000000003,3373.54,3709.33,202.13799999999992,4184.4490000000005,3373.54,1.0,-5.965623336603806e+90
2015-07-08,3599.2529999999997,3421.525,3507.192,-219.933,4184.4490000000005,3373.54,1.0,1.306071813952681e+93
2015-07-07,3750.57,3585.3990000000003,3727.125,-48.78700000000026,4184.4490000000005,3373.54,1.0,-6.2413253773357116e+94
2015-07-06,3975.2140000000004,3653.0370000000003,3775.9120000000003,88.9970000000003,4184.4490000000005,3373.54,1.0,-5.617005599840839e+96
2015-07-03,3927.1279999999997,3629.5559999999996,3686.915,-225.85200000000032,4184.4490000000005,3373.54,1.0,1.262994943135414e+99
2015-07-02,4080.387,3795.2529999999997,3912.7670000000003,-140.93299999999954,4184.4490000000005,3373.54,1.0,-1.767346713777673e+101
2015-07-01,4317.053,4043.367,4053.7,-223.52199999999993,4317.053,3373.54,1.0,3.932735254432353e+103
2015-06-30,4279.969,3847.88,4277.222,224.19199999999955,4317.053,3373.54,1.0,8.856205174161286e+105
2015-06-29,4297.475,3875.05,4053.03,-139.8429999999994,4317.053,3373.54,1.0,-1.22962209499607e+108
2015-06-26,4456.896,4139.53,4192.873,-334.90600000000086,4456.896,3373.54,1.0,4.105781952517588e+110
2015-06-25,4720.701,4483.548,4527.779,-162.37099999999919,4720.701,3373.54,1.0,-6.625541394597123e+112
2015-06-24,4691.768,4552.129,4690.15,113.65799999999945,4720.701,3373.54,1.0,-7.596713252217134e+114
2015-06-23,4577.939,4264.772,4576.492,98.1279999999997,4720.701,3373.54,1.0,-7.530469912657778e+116
2015-06-19,4744.081,4476.501,4478.3640000000005,-306.9919999999993,4744.081,3373.54,1.0,2.3042635495139733e+119
2015-06-18,4966.767,4780.873,4785.356,-182.54200000000037,4966.767,3373.54,1.0,-4.183206133058666e+121
2015-06-17,4983.657999999999,4767.215999999999,4967.898,80.46600000000035,4983.657999999999,3373.54,1.0,-3.407890708357587e+123
2015-06-16,5029.684,4842.1,4887.432,-175.5609999999997,5029.684,3373.54,1.0,5.948848099416078e+125
2015-06-15,5176.795,5048.742,5062.9929999999995,-103.35700000000088,5176.795,3373.54,1.0,-6.0890624491193675e+127
2015-06-12,5178.191,5103.401,5166.35,44.75700000000052,5178.191,3373.54,1.0,-2.7861723048435805e+129
2015-06-11,5122.457,5050.765,5121.593,15.556999999999789,5178.191,3373.54,1.0,-4.613065485129457e+130
2015-06-10,5164.162,5001.4890000000005,5106.036,-7.498000000000502,5178.191,3421.525,1.0,2.9975699522373528e+131
2015-06-09,5147.454000000001,5042.963,5113.534000000001,-18.346999999998843,5178.191,3585.3990000000003,1.0,-5.199884596145789e+132
2015-06-08,5146.9490000000005,4997.481,5131.880999999999,108.78499999999985,5178.191,3629.5559999999996,1.0,-5.708693303878646e+134
2015-06-05,5051.626,4898.068,5023.096,75.99399999999969,5178.191,3629.5559999999996,1.0,-4.395351322388307e+136
2015-06-04,4947.965,4647.407,4947.102,37.123999999999796,5178.191,3795.2529999999997,1.0,-1.6756837381473093e+138
2015-06-03,4942.065,4822.442,4909.978,-0.5489999999999782,5178.191,3847.88,1.0,-7.55733365904473e+137
2015-06-02,4911.5740000000005,4797.552,4910.527,81.78899999999976,5178.191,3847.88,1.0,-6.256640962986523e+139
2015-06-01,4829.502,4615.231,4828.738,216.9939999999997,5178.191,3875.05,1.0,-1.3639101900852823e+142
2015-05-29,4698.193,4431.563,4611.744000000001,-8.521999999999025,5178.191,4139.53,1.0,1.0259332449820164e+143
2015-05-28,4986.503,4614.241,4620.266,-321.4480000000003,5178.191,4264.772,1.0,-3.2875825648799747e+145
2015-05-27,4958.156,4857.056,4941.714,30.817000000000007,5178.191,4264.772,1.0,-1.0460101446678618e+147
2015-05-26,4911.685,4779.075,4910.897,97.09900000000016,5178.191,4264.772,1.0,-1.0261254918177274e+149
2015-05-25,4814.6720000000005,4656.825,4813.798,156.20200000000023,5178.191,4431.563,1.0,-1.613089795647306e+151
2015-05-22,4658.273,4562.9890000000005,4657.596,128.17399999999907,5178.191,4431.563,1.0,-2.083692612629436e+153
2015-05-21,4530.478,4438.258,4529.4220000000005,83.13400000000092,5178.191,4431.563,1.0,-1.753093942709669e+155
2015-05-20,4520.538,4432.279,4446.288,28.735999999999876,5178.191,4431.563,1.0,-5.21300014804145e+156
2015-05-19,4418.403,4285.777,4417.552,134.0609999999997,5178.191,4285.777,1.0,-7.040730129946246e+158
2015-05-18,4324.826,4260.509,4283.491,-25.199999999999818,5178.191,4260.509,0.0,-7.040730129946246e+158
2015-05-15,4366.822,4278.553,4308.691,-69.61999999999989,5164.162,4260.509,0.0,-7.040730129946246e+158
2015-05-14,4397.745,4329.042,4378.311,2.550999999999476,5164.162,4260.509,0.0,-7.040730129946246e+158
2015-05-13,4415.629,4342.481,4375.76,-25.458999999999833,5147.454000000001,4260.509,0.0,-7.040730129946246e+158
2015-05-12,4402.309,4317.975,4401.219,67.63500000000022,5146.9490000000005,4260.509,0.0,-7.040730129946246e+158
2015-05-11,4334.877,4187.82,4333.584,127.66699999999946,5051.626,4187.82,0.0,-7.040730129946246e+158
2015-05-08,4206.86,4099.042,4205.917,93.70300000000043,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-05-07,4213.764,4108.009,4112.214,-117.05199999999968,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-05-06,4376.353,4187.3679999999995,4229.266,-69.44000000000051,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-05-05,4488.865,4282.237,4298.706,-181.7579999999998,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-05-04,4487.57,4387.4259999999995,4480.464,38.8090000000002,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-04-30,4507.344,4441.054,4441.655,-34.965000000000146,4986.503,4099.042,0.0,-7.040730129946246e+158
2015-04-29,4499.945,4398.639,4476.62,0.40499999999974534,4958.156,4099.042,0.0,-7.040730129946246e+158
2015-04-28,4572.391,4432.904,4476.215,-51.180999999999585,4911.685,4099.042,0.0,-7.040730129946246e+158
2015-04-27,4529.735,4441.929,4527.396,133.71000000000004,4814.6720000000005,4099.042,0.0,-7.040730129946246e+158
2015-04-24,4416.376,4318.119000000001,4393.686,-20.822000000000116,4658.273,4099.042,0.0,-7.040730129946246e+158
2015-04-23,4444.41,4358.844,4414.508,16.013999999999214,4572.391,4099.042,0.0,-7.040730129946246e+158
2015-04-22,4400.193,4297.951,4398.494000000001,104.871000000001,4572.391,4099.042,0.0,-7.040730129946246e+158
2015-04-21,4294.375,4188.569,4293.623,76.54599999999937,4572.391,4099.042,0.0,-7.040730129946246e+158
2015-04-20,4356.001,4190.681,4217.077,-70.21899999999914,4572.391,4099.042,0.0,-7.040730129946246e+158
2015-04-17,4317.223,4238.91,4287.295999999999,92.47299999999905,4572.391,4099.042,0.0,-7.040730129946246e+158
2015-04-16,4195.305,4031.244,4194.823,110.66000000000031,4572.391,4031.244,0.0,-7.040730129946246e+158
2015-04-15,4175.494000000001,4069.007,4084.163,-51.40199999999959,4572.391,4031.244,0.0,-7.040730129946246e+158
2015-04-14,4168.346,4091.257,4135.565,13.849999999999454,4572.391,4031.244,0.0,-7.040730129946246e+158
2015-04-13,4128.072,4057.2929999999997,4121.715,87.4050000000002,4572.391,4031.244,0.0,-7.040730129946246e+158
2015-04-10,4040.348,3929.3190000000004,4034.31,76.77599999999984,4572.391,3929.3190000000004,0.0,-7.040730129946246e+158
2015-04-09,4016.3959999999997,3900.027,3957.534,-37.27699999999959,4572.391,3900.027,0.0,-7.040730129946246e+158
2015-04-08,4000.22,3903.6479999999997,3994.8109999999997,33.43299999999999,4572.391,3900.027,0.0,-7.040730129946246e+158
2015-04-07,3961.6659999999997,3891.728,3961.3779999999997,97.44899999999961,4572.391,3891.728,0.0,-7.040730129946246e+158
2015-04-03,3864.405,3792.211,3863.929,38.14499999999998,4572.391,3792.211,0.0,-7.040730129946246e+158
2015-04-02,3835.4509999999996,3775.8940000000002,3825.784,15.489999999999782,4572.391,3775.8940000000002,0.0,-7.040730129946246e+158
2015-04-01,3817.0820000000003,3742.2129999999997,3810.2940000000003,62.39499999999998,4572.391,3742.2129999999997,0.0,-7.040730129946246e+158
2015-03-31,3835.567,3737.0429999999997,3747.8990000000003,-38.668999999999414,4572.391,3737.0429999999997,0.0,-7.040730129946246e+158
2015-03-30,3795.935,3710.612,3786.5679999999998,95.47200000000021,4529.735,3710.612,0.0,-7.040730129946246e+158
2015-03-27,3710.4770000000003,3656.8309999999997,3691.0959999999995,9.000999999999749,4444.41,3656.8309999999997,0.0,-7.040730129946246e+158
2015-03-26,3707.3179999999998,3615.011,3682.095,21.367999999999483,4444.41,3615.011,0.0,-7.040730129946246e+158
2015-03-25,3693.151,3634.559,3660.7270000000003,-30.682999999999538,4400.193,3615.011,0.0,-7.040730129946246e+158
2015-03-24,3715.873,3600.698,3691.41,3.681999999999789,4356.001,3600.698,0.0,-7.040730129946246e+158
2015-03-23,3688.2490000000003,3635.485,3687.728,70.41000000000031,4356.001,3600.698,0.0,-7.040730129946246e+158
2015-03-20,3632.3379999999997,3569.38,3617.3179999999998,35.047000000000025,4317.223,3569.38,0.0,-7.040730129946246e+158
2015-03-19,3600.684,3546.844,3582.2709999999997,4.9699999999998,4195.305,3546.844,0.0,-7.040730129946246e+158
2015-03-18,3577.6620000000003,3503.853,3577.301,74.45399999999972,4175.494000000001,3503.853,0.0,-7.040730129946246e+158
2015-03-17,3504.123,3459.6940000000004,3502.847,53.54200000000037,4168.346,3459.6940000000004,0.0,-7.040730129946246e+158
2015-03-16,3449.305,3377.087,3449.305,76.39400000000023,4128.072,3377.087,0.0,-7.040730129946246e+158
2015-03-13,3391.255,3352.15,3372.9109999999996,23.587999999999738,4040.348,3352.15,0.0,-7.040730129946246e+158
2015-03-12,3360.054,3300.488,3349.323,58.422999999999774,4016.3959999999997,3300.488,0.0,-7.040730129946246e+158
2015-03-11,3325.054,3278.4709999999995,3290.9,4.832000000000335,4000.22,3278.4709999999995,0.0,-7.040730129946246e+158
2015-03-10,3309.915,3277.095,3286.0679999999998,-16.340000000000146,3961.6659999999997,3277.095,0.0,-7.040730129946246e+158
2015-03-09,3307.702,3198.37,3302.408,61.221000000000004,3864.405,3198.37,0.0,-7.040730129946246e+158
2015-03-06,3266.933,3234.533,3241.187,-7.28899999999976,3835.567,3198.37,0.0,-7.040730129946246e+158
2015-03-05,3266.638,3221.6659999999997,3248.4759999999997,-31.057000000000244,3835.567,3198.37,0.0,-7.040730129946246e+158
2015-03-04,3286.5879999999997,3250.4840000000004,3279.533,16.480999999999767,3835.567,3198.37,0.0,-7.040730129946246e+158
2015-03-03,3317.695,3260.429,3263.052,-73.23299999999972,3795.935,3198.37,0.0,-7.040730129946246e+158
2015-03-02,3336.76,3298.6690000000003,3336.285,25.98199999999997,3715.873,3198.37,0.0,-7.040730129946246e+158
2015-02-27,3324.546,3291.007,3310.303,11.943999999999505,3715.873,3198.37,0.0,-7.040730129946246e+158
2015-02-26,3300.616,3202.188,3298.3590000000004,69.51600000000053,3715.873,3198.37,0.0,-7.040730129946246e+158
2015-02-25,3257.223,3215.552,3228.843,-18.063000000000102,3715.873,3198.37,0.0,-7.040730129946246e+158
2015-02-17,3255.725,3230.772,3246.906,24.54300000000012,3688.2490000000003,3198.37,0.0,-7.040730129946246e+158
2015-02-16,3228.8459999999995,3195.884,3222.363,18.535999999999603,3632.3379999999997,3195.884,0.0,-7.040730129946246e+158
2015-02-13,3237.159,3182.7940000000003,3203.827,30.411000000000513,3600.684,3182.7940000000003,0.0,-7.040730129946246e+158
2015-02-12,3181.7659999999996,3134.244,3173.4159999999997,15.711999999999534,3577.6620000000003,3134.244,0.0,-7.040730129946246e+158
2015-02-11,3166.421,3139.052,3157.704,16.11100000000033,3504.123,3134.244,0.0,-7.040730129946246e+158
2015-02-10,3142.099,3084.2529999999997,3141.593,46.468999999999596,3449.305,3084.2529999999997,0.0,-7.040730129946246e+158
2015-02-09,3119.034,3049.111,3095.1240000000003,19.2170000000001,3391.255,3049.111,0.0,-7.040730129946246e+158
2015-02-06,3129.539,3052.9390000000003,3075.907,-60.623999999999796,3360.054,3049.111,0.0,-7.040730129946246e+158
2015-02-05,3251.212,3135.8190000000004,3136.531,-37.5949999999998,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-02-04,3238.982,3171.1440000000002,3174.1259999999997,-30.781000000000404,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-02-03,3207.935,3129.732,3204.907,76.60699999999997,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-02-02,3175.134,3122.572,3128.3,-82.06299999999965,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-01-30,3288.5029999999997,3210.308,3210.363,-51.94200000000001,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-01-29,3286.7859999999996,3234.241,3262.305,-43.43299999999999,3336.76,3049.111,0.0,-7.040730129946246e+158
2015-01-28,3354.802,3294.655,3305.738,-47.22200000000021,3354.802,3049.111,0.0,-7.040730129946246e+158
2015-01-27,3390.216,3290.219,3352.96,-30.222000000000207,3390.216,3049.111,0.0,-7.040730129946246e+158
2015-01-26,3384.798,3321.315,3383.1820000000002,31.41800000000012,3390.216,3049.111,0.0,-7.040730129946246e+158
2015-01-23,3406.7859999999996,3328.2929999999997,3351.764,8.420000000000073,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-22,3352.384,3293.978,3343.344,19.733000000000175,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-21,3337.0040000000004,3178.343,3323.611,150.55899999999974,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-20,3190.245,3100.4770000000003,3173.052,56.70100000000048,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-19,3262.2070000000003,3095.066,3116.3509999999997,-260.14400000000023,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-16,3400.3179999999998,3340.49,3376.495,40.039999999999964,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-15,3337.0840000000003,3207.545,3336.455,114.01800000000003,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-14,3268.4829999999997,3193.978,3222.437,-12.864000000000033,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-13,3259.386,3214.4120000000003,3235.301,5.985000000000127,3406.7859999999996,3049.111,0.0,-7.040730129946246e+158
2015-01-12,3275.185,3191.5820000000003,3229.316,-56.09600000000046,3406.7859999999996,3052.9390000000003,0.0,-7.040730129946246e+158
2015-01-09,3404.8340000000003,3267.509,3285.4120000000003,-8.043999999999414,3406.7859999999996,3095.066,0.0,-7.040730129946246e+158
2015-01-08,3381.566,3285.095,3293.4559999999997,-80.4980000000005,3406.7859999999996,3095.066,0.0,-7.040730129946246e+158
